,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
463,MP013,Melase,DABM- 1964,produk gula,single,21.2,276,,0.1,71,0,7.7,6,83,0.6,14,,0,0.3,0,0,,0.04,,,0,100
464,MP014,Sirup,DABM- 1964,produk gula,single,44,213,0,0,55,0,1,0,0,0,3,4.2,,,,0,,0,0,0,,100
465,MP015,Sirup pirous,KZGMI-2001,produk gula,single,43.3,228,0.2,0.4,55.9,0,0.2,470,93,29.5,3,4.2,,,,0,0,0,0,0,8,
466,MP016,Teh hijau daun kering,FCTEA-1972,produk gula,single,7.7,300,28.3,4.8,53.6,9.6,5.6,245,415,18.9,60,5873.9,0.5,0,,8400,,0.38,1.24,4.6,"23
0",100
467,MP017,Teh hitam daun kering,FCTEA-1972,produk gula,single,8,293,24.5,2.8,58.8,8.7,5.9,327,313,24.3,50,5854.8,0,0,0,2700,,0.07,0.8,7.6,9,100
468,MP018,"Teh melati daun
kering",FCTEA-1972,produk gula,single,8.1,299,24.1,3.5,59,9.7,5.3,320,185,31.6,70,5848.4,0.53,0,0,8400,,0.07,0.79,7.3,85,100
469,TUNGGAL/SINGLE,,,prooduk laut,single,,,,,,,,,,,,,,,,,,,,,,
470,GR001,"Belut, segar",KZGMI-2001,prooduk laut,single,81.5,70,14.6,0.8,1,0,2.1,49,155,1.5,55,169,0.2,1.2,,0,,0.22,0.12,7.7,,
471,GR002,"Belut,laut, segar",KZGPI- 1990,prooduk laut,single,79.5,93,12.8,1.5,6.1,0,4.1,60,199,3,33,175.9,0.1,1,51,3,71,0.06,0,2.7,,
472,GR003,"Cumi-cumi, segar",KZGPI- 1990,prooduk laut,single,82.2,75,16.1,0.7,0.1,0,0.9,32,200,1.8,37,204.1,1.6,1.3,0,20,0,0.08,0,2.5,0,
473,GR004,"Ikan bader, segar",DABM- 1964,prooduk laut,single,66,193,19,13,0,0,2,48,150,0.4,118,264.9,0.1,0.2,45,0,,0.01,0.1,4.1,0,
474,GR005,"Ikan balong, segar",KZGPI- 1990,prooduk laut,single,76.5,107,16.5,3.9,1.5,0,1.5,54,202,2,86,253.4,0.5,1,25,0,0,0.05,0.1,2.5,0,
475,GR006,"Ikan bambangan,
segar",KZGPI- 1990,prooduk laut,single,73.7,112,20,1.3,3.7,0,1.3,98,120,3,148,258.7,0,0.1,0,0,0,0.07,0,0.3,0,
476,GR007,"Ikan bandeng, segar",DABM- 1964,prooduk laut,single,74,123,20,4.8,0,0,1.2,20,150,2,67,271.1,0,0.9,45,21,,0.05,0.1,6,0,
477,GR008,"Ikan banjar, segar",KZGPI- 1990,prooduk laut,single,73.5,111,19.4,0.9,4.8,0,1.4,68,278,7.3,99,338.7,0.2,0.6,0,62,0,0.03,0.2,7.3,0,
478,GR009,"Ikan baronang, segar",KZGMI-2001,prooduk laut,single,80,78,14.5,0.6,3.7,0,1.2,26,521,3.8,26,692,4.7,4.1,732,0,,0.2,0.04,3,0,
479,GR010,"Ikan batung, segar",KZGMI-2001,prooduk laut,single,75.7,115,14.5,4.6,4.2,0,1.1,,207,0,42,361,0.2,0.9,,0,,1.2,0.04,1.1,,
480,GR011,"Ikan baung, segar",KZGMI-2001,prooduk laut,single,74.9,123,15.1,5.5,3.3,0,1.2,5,146,1.3,32,349,0.1,0.7,,0,,0.2,0.03,1.2,,
481,GR012,"Ikan bawal, segar",DABM- 1964,prooduk laut,single,78,91,19,1.7,0,0,1.3,20,150,2,129,233.3,0.1,0.3,45,0,,0.05,0.1,1.8,0,
482,GR013,"Ikan Belida, segar",KZGMI-2001,prooduk laut,single,79.2,80,14.7,1.4,2.2,0,2.3,303,315,1.3,41,356,0,0.8,,0,,1.2,0.14,1.4,,
483,GR014,"Ikan beunteur, segar",DABM- 1964,prooduk laut,single,70,109,17,4,0,0,9,500,500,1,109,323.5,0.6,1.3,45,,,0.05,0.1,2.6,0,
484,GR015,"Ikan biawan, segar",KZGMI-2001,prooduk laut,single,79.1,90,14.9,2.5,2.1,0,1.4,125,265,1,35,207,0.4,0.6,,,,0.36,0.03,2.9,,
485,GR016,"Ikan bili, segar",KZGMI-2001,prooduk laut,single,68.3,88,14.2,0.7,6.2,0,10.6,27,1760,1.5,217,202,0,4.1,,0,,0.72,0.09,2.7,,
486,GR017,"Ikan bubara, segar",KZGMI-2001,prooduk laut,single,75.5,100,14.7,2.4,4.9,,1.6,90,90,0.4,390,390,0.7,0.8,,,,,,,,
487,GR018,"Ikan bulan-bulan,
segar",KZGMI-2001,prooduk laut,single,66.7,134,25.5,1.3,5,,1.5,29,29,0.5,197,489,0.1,0.5,,,,0.3,0.02,0.8,,
488,GR019,"Ikan cakalang, segar",KZGMI-2001,prooduk laut,single,73,107,19.6,0.7,5.5,0,1.2,23,242,2.9,66,239,0.2,0.6,386,0,,0.17,0.05,21.7,0,
489,GR020,"Ikan cakalang, hati,
segar",KZGMI-2001,prooduk laut,single,73.4,120,11.3,3.9,10,,1.4,30,30,0.9,420,280,1.6,4.3,,,,,,0.2,,
490,GR021,"Ikan cakalang,
jantung, segar",KZGMI-2001,prooduk laut,single,76.3,116,11.2,1.2,10.2,,1.1,10,40,3.4,360,250,0.5,1.9,908,,,,,0.1,0,
491,GR022,"Ikan cakalang, perut,
segar",KZGMI-2001,prooduk laut,single,79.1,86,10.2,1.1,8.7,,0.9,20,110,2.1,230,210,0.3,9.3,,,,0.24,,0.3,,
492,GR023,"Ikan daun, segar",KZGMI-2001,prooduk laut,single,78.6,101,11.5,4.1,4.6,0,1.2,80,210,0.8,120,270,0.1,0.9,0,,,0.08,0.07,0.1,0,
493,GR024,"Ikan ekor kuning,
segar",KZGMI-2001,prooduk laut,single,74.1,108,22.3,1.2,2.1,0,0.3,30,220,0.5,50,230,0.1,0.6,40,29,,0,0.1,0.2,,
494,GR025,"Ikan gabus, segar",KZGMI-2001,prooduk laut,single,79.6,80,16.2,0.5,2.6,0,1.1,170,139,0.1,65,254,0.3,0.4,335,,,0.4,0.2,0.1,,
495,GR026,"Ikan heu, segar",KZGMI-2001,prooduk laut,single,75.6,81,10,1.6,6.6,,6.2,1910,990,2.1,240,210,0.1,2.7,,,,0.87,,0.2,,
496,GR027,"Ikan hitam, segar",KZGMI-2001,prooduk laut,single,78.2,101,10.3,3.7,6.7,0,1.1,50,140,0.4,70,210,,0.4,67,,,0,0.1,0.1,,
497,GR028,"Ikan hiu, segar",KZGPI- 1990,prooduk laut,single,85.7,57,10.7,0.3,2.2,0,1.1,75,206,2,,,0.02,,,,0,0.05,,,0,
498,GR029,"Ikan kacangan, segar",KZGPI- 1990,prooduk laut,single,80.7,77,15.6,0.9,1.6,0,1.2,94,170,1.7,,,,,18,,0,0.07,,,0,
499,GR030,"Ikan kakap, segar",DABM- 1964,prooduk laut,single,77,92,20,0.7,0,0,2.3,20,200,1,,,,,9,,,0.05,,,0,
500,GR031,"Ikan kakatua, segar",KZGMI-2001,prooduk laut,single,79.7,82,11.4,1.2,6.4,,1.3,20,160,0.4,90,300,0.1,0.3,18,,,,,0.2,,
501,GR032,"Ikan kalaban, segar",KZGMI-2001,prooduk laut,single,80.3,77,16.4,0.7,1.3,0,1.3,182,248,0.9,40,334,0.7,0.8,,,,0.16,0.15,1.9,,
502,GR033,"Ikan kamera (kakap
merah), segar",KZGMI-2001,prooduk laut,single,78.5,86,19.7,0.8,0,0,1.3,50,170,0.3,90,290,0.3,0.1,26,,,,0.08,0.1,,
503,GR034,"Ikan kapar, segar",KZGMI-2001,prooduk laut,single,74.2,132,17,6.7,0.8,0,1.3,151,272,1.2,78,229,0.9,0.7,,,,0.07,0.03,,,
504,GR035,"Ikan kawalinya, segar",KZGMI-2001,prooduk laut,single,76.1,110,12.6,4.2,5.4,,1.7,80,300,1.5,340,300,0.2,1.4,146,,,,,0.2,,
505,GR036,"Ikan keru-keru, segar",KZGPI- 1990,prooduk laut,single,77.2,93,16.5,2.1,0.8,0,3.4,65,217,2.4,137,255.3,0.34,0.7,0,,0,0.01,0.09,1.6,0,55
506,GR037,"Ikan kima, segar",KZGMI-2001,prooduk laut,single,82.1,70,10.8,0.7,5.2,,1.2,53,72,2,342,101,0.5,0.5,401,,,0.22,0.05,5.8,,
507,GR038,"Ikan lais, segar",KZGPI- 1990,prooduk laut,single,65,161,11.9,11.5,2.4,0,9.2,70,237,0,,,,,0,,0,0.05,,,0,62
508,GR039,"Ikan layang, segar",DABM- 1964,prooduk laut,single,74,109,22,1.7,0,0,2.3,50,150,2,,,,,45,0,,0.05,,,0,80
509,GR040,"Ikan layur, segar",KZGPI- 1990,prooduk laut,single,80.1,82,18,1,0.4,0,0.5,48,229,2.2,,,,,4,,0,0.04,,,0,49
510,GR041,"Ikan lehoma, segar",KZGMI-2001,prooduk laut,single,77.6,90,20.4,0.9,0,,1.1,88,270,0.7,56,281,0.3,0.9,1047,,,0.32,0.03,0.2,,
511,GR042,"Ikan lemuru, segar",DABM- 1964,prooduk laut,single,76,112,20,3,0,0,1,20,100,1,,,,,30,0,,0.05,,,0,80
512,GR043,"Ikan lidah, segar",KZGPI- 1990,prooduk laut,single,78.3,104,15.6,3.2,2,0,0.9,30,143,2,,,,,33,,0,0.03,,,0,
513,GR044,"Ikan malalugis, segar",KZGMI-2001,prooduk laut,single,75.6,99,20.6,1.4,0.9,,1.5,164,330,0.5,76,282,0.2,0.9,661,,,0.3,0.02,0.5,,
514,GR045,"Ikan mamar merah,
segar",KZGMI-2001,prooduk laut,single,75,115,15.3,4,4.4,0,1.3,60,190,1.6,120,240,0.2,1,,,,0.2,0.1,0.1,,
515,GR046,"Ikan mas, segar",DABM- 1964,prooduk laut,single,80,86,16,2,0,0,2,20,150,2,65,276.7,0.1,1.1,45,8,,0.05,0.1,2.6,0,80
516,GR047,"Ikan mayong, segar",KZGPI- 1990,prooduk laut,single,78.2,97,17.9,2,0.4,0,1.5,40,100,2.5,,,,,21,,0,0.1,,,0,89
517,GR048,"Ikan mujahir, segar",KZGPI- 1990,prooduk laut,single,79.7,89,18.7,1,0,0,1.1,96,209,1.5,51,265.8,0,0.2,6,3,5,0.03,0.1,2,0,80
518,GR049,"Ikan nasu metti, segar",KZGMI-2001,prooduk laut,single,65.3,154,16.8,5,10.5,,2.4,80,244,1.6,421,488,0.2,1.2,,,,0.47,0.15,9.6,,
519,GR050,"Ikan oci, kembung,
segar",KZGMI-2001,prooduk laut,single,71.4,125,21.3,3.4,2.2,,1.7,136,69,0.8,214,245,0.2,1.1,,,,0.26,0.03,0.2,,80
520,GR051,"Ikan paling, segar",DABM- 1964,prooduk laut,single,58,303,14,27,0,0,1,20,200,1,43,,,,485,0,,0.1,,,2,100
521,GR052,"Ikan papuyu/ betok,
segar",KZGMI-2001,prooduk laut,single,75,120,14.3,4.9,4.6,0,1.2,329,436,1.5,240,169,0.8,1.1,,0,,0,0.05,3.1,,
522,GR053,"Ikan patin, segar",KZGMI-2001,prooduk laut,single,74.4,132,17,6.6,1.1,0,0.9,31,173,1.6,77,346,0.7,0.8,,7,,0.2,0.03,1.7,,
523,GR054,"Ikan pomo, segar",KZGMI-2001,prooduk laut,single,68.3,147,22.5,5.2,2.6,,1.4,80,230,1.3,,380,0.2,0.7,89,,,,,,,
524,GR055,"Ikan puntin, segar",KZGMI-2001,prooduk laut,single,81.1,76,14.4,1.1,2.2,,1.2,28,166,0,,325,0.1,0.6,,,,0.31,0.11,,,
525,GR056,"Ikan saluang, segar",KZGMI-2001,prooduk laut,single,74.8,113,13.9,4.9,3.4,0,3,642,646,1.9,51,182,0.8,3.6,,,,0.21,0.02,1.8,,89
526,GR057,"Ikan sarden, segar",KZGMI-2001,prooduk laut,single,72.7,109,19.9,1.8,3.4,0,2.2,95,597,1.3,266,227,0.3,2,195,0,,0.26,0.03,4.4,,
527,GR058,"Ikan selar, segar",DABM- 1964,prooduk laut,single,75.4,100,18.8,2.2,0,0,3.6,40,179,0.5,43,392.6,0.1,0.3,45,0,,0.37,0.2,3.4,0,48
528,GR059,"Ikan sepat, segar",KZGMI-2001,prooduk laut,single,78.8,84,15.2,0.6,4.7,0,0.8,68,171,2.1,211,198,0.7,0.6,,0,,0.16,0.03,1.9,,75
529,GR060,"Ikan sidat, segar",KZGPI- 1990,prooduk laut,single,71.3,81,11.4,1.9,3.8,0,11.6,118,174,3,46,245.9,0,1.5,15,0,0,0,0.4,3.2,0,100
530,GR061,"Ikan sunu, segar",KZGMI-2001,prooduk laut,single,75.5,111,13.3,3.4,6.7,,1.1,86,174,1.2,91,197,0,0.6,309,,,1.03,0.1,0.2,,70
531,GR062,"Ikan tahuman, segar",KZGMI-2001,prooduk laut,single,77.4,88,15.9,0.9,4.1,0,1.8,221,223,0,24,364,0.4,0.7,,,,0.2,0.25,1.6,,
532,GR063,"Ikan tarmon, segar",KZGMI-2001,prooduk laut,single,76.7,96,19.5,1.1,2,0,0.8,9,129,0.3,43,154,0.1,0.5,,,,0.15,0.02,1.7,,
533,GR064,"Ikan telan, segar",KZGMI-2001,prooduk laut,single,75.3,95,15.8,0.7,6.5,0,1.7,503,354,0.2,58,294,1.6,1.2,,,,0.18,0.02,1.9,,
534,GR065,"Ikan tembang, segar",DABM- 1964,prooduk laut,single,65,204,16,15,0,0,4,20,200,2,341,291,0.4,2.6,30,0,,0.05,0,5.6,0,80
535,GR066,"Ikan tempahas, segar",KZGMI-2001,prooduk laut,single,78.9,101,15.1,4.1,1,0,0.9,32,163,0,50,320,0.7,0.6,,,,0.02,0.05,1.5,,
536,GR067,"Ikan terbang, segar",KZGMI-2001,prooduk laut,single,76.1,98,19.6,1.7,1,0,1.6,90,190,0.6,90,320,0.1,0.5,39,0,,0,0.1,0.1,,
537,GR068,"Ikan teri, segar",KZGPI- 1990,prooduk laut,single,80,74,10.3,1.4,4.1,0,4.2,972,253,3.9,554,126.1,305.2,0.2,13,0,28,0.24,0.1,1.9,0,100
538,GR069,"Ikan titang, segar",KZGMI-2001,prooduk laut,single,78.8,82,17.4,0.4,2.3,0,1.1,145,130,1.8,110,275,0.1,0.8,581,,,0.64,0.03,1.5,,
539,GR070,"Ikan tongkol, segar",KZGMI-2001,prooduk laut,single,74.7,100,13.7,1.5,8,0,2.1,92,606,1.7,202,227,0.2,1.6,181,0,,0.35,0.03,6.6,,100
540,GR071,"Ikan turi, segar",KZGMI-2001,prooduk laut,single,76.9,96,19.2,2,0.2,,2.1,340,340,0.8,370,300,0.1,2,26,,,,,,,
541,GR072,"Keong, segar",DABM- 1964,prooduk laut,single,81,64,12,1,2,0,4,217,78,1.7,231,,0.37,0.1,0,244,,,,,,46
542,GR073,"Kepiting, segar",DABM- 1964,prooduk laut,single,68.1,151,13.8,3.8,14.1,0,0.2,210,250,1.1,,,,,61,,,0.05,,,0,45
543,GR074,"Kerang, segar",KZGPI- 1990,prooduk laut,single,78.2,101,14.4,2.6,3.9,0,0.9,321,270,15.6,,,,,0,,0,0.01,,,0,100
544,GR075,"Kodok, segar",DABM- 1964,prooduk laut,single,81.9,73,16.4,0.3,0,0,1.4,18,147,1.1,,,,,0,,,0.14,,,0,65
545,GR076,"Kura-kura, segar",DABM- 1964,prooduk laut,single,80,83,19.1,0.2,0,0,0.7,27,87,0.7,,,,,0,,,0.2,,,0,70
546,GR077,"Kuro, segar",KZGPI- 1990,prooduk laut,single,79.9,87,16,2.2,1,0,0.9,75,136,1,,,,,6,,0,0.04,,,0,52
547,GR078,"Lokan, segar",KZGMI-2001,prooduk laut,single,80.9,217,11,1.7,5.1,,1.3,20,390,10.9,3,7,0.2,2.7,,,,0.45,0.07,,,
548,GR079,"Rajungan, segar",KZGMI-2001,prooduk laut,single,80.2,76,12.1,2,2.4,0,2.7,721,214,2.2,69,192,1.7,2.9,599,40,,0.2,0.25,0.2,,
549,GR080,"Rebon, udang kecil,
segar",DABM- 1964,prooduk laut,single,79,81,16.2,1.2,0.7,0,2.9,757,292,2.2,169,202.9,0.7,1.2,18,0,,0.04,0.1,2.4,0,100
550,GR081,Rusip,KZGPI- 1990,prooduk laut,single,58.5,110,11.5,2,11.7,0,16.3,479,348,7.1,,,,,0,,0,0.04,,,0,100
551,GR082,"Udang galah, segar",KZGMI-2001,prooduk laut,single,79,81,16.5,0.3,3,0,1.2,87,167,0.7,95,132,0.7,1.2,,3,,0.24,0.03,2.9,,68
552,GR083,"Udang, besar, segar",KZGMI-2001,prooduk laut,single,85.5,56,11.4,0.6,1.2,0,1.3,30,20,0.3,190,210,0.4,0.8,,0,,0.14,0,0.1,,68
553,GR084,"Udang, segar",DABM- 1964,prooduk laut,single,75,91,21,0.2,0.1,0,3.7,136,170,8,178,222.4,0.3,1.3,18,4,,0.01,0.4,3.7,0,68
554,OLAHAN/PRODUK/KOMPOSIT,,,prooduk laut,processed food,,,,,,,,,,,,,,,,,,,,,,
556,GP002,"Belut, goreng",KZGPI- 1990,prooduk laut,processed food,11.2,417,25.9,19.4,32,0,11.5,840,872,4.9,71,217.7,0.3,1.8,0,,0,0,0.2,10.5,0,
557,GP003,"Cumi-cumi, goreng",KZGPI- 1990,prooduk laut,processed food,54.2,265,40.6,10.1,0,0,3.1,62,270,2.7,86,81.9,,,0,56,0,0.09,0,6.3,0,
558,GP004,"Ikan asin, kering",DABM- 1964,prooduk laut,processed food,40,193,42,1.5,0,0,16.5,200,300,0,,,,,,,,0.01,,,0,70
559,GP005,"Ikan bandeng presto,
masakan",KZGPI- 1990,prooduk laut,processed food,45.3,296,17.1,20.3,11.3,0,6,1422,659,1.9,,,,,6,0,400,0.14,,,69,100
560,GP006,Ikan baung bakar,KZGMI-2001,prooduk laut,processed food,69.8,144,17.8,5.8,5.2,,1.4,18,169,0,168,236,0.1,0.7,,,,0,0,1.3,,
561,GP007,Ikan Belida bakar,KZGMI-2001,prooduk laut,processed food,68.2,128,18,3,7.2,0,3.6,58,134,0,293,198,0.1,0.4,,0,,1.8,0.17,1.5,,
566,GP012,"Ikan Gabus, kering",DABM- 1964,prooduk laut,processed food,24,268,58,4,0,0,14,15,100,0.1,,,,,30,,,0.1,,,0,80
567,GP013,"Ikan gete, goreng",KZGMI-2001,prooduk laut,processed food,44.7,267,23.1,19.4,0.2,,12.6,2340,1240,0.8,590,440,0.1,1.9,,,,,,0.2,,
568,GP014,"Ikan hiu, kering",KZGMI-2001,prooduk laut,processed food,23.1,298,46.3,3.6,20.2,,6.8,335,846,2.5,957,1457,0.5,2,661,,,0.84,0.11,22.5,,
569,GP015,"Ikan katombo, asin",KZGPI- 1990,prooduk laut,processed food,44.7,162,31.7,2.8,0.3,0,15.5,279,609,4.6,4393,342.2,2.8,,0,,0,0.09,,,0,70
570,GP016,"Ikan kayu, kering",KZGMI-2001,prooduk laut,processed food,23.1,302,70.7,1.9,0.4,0,3.9,313,22,4.1,345,1045,,1.8,,,,1.4,0.04,20,,
571,GP017,Ikan Lais bakar,KZGMI-2001,prooduk laut,processed food,69.4,147,17.5,6.5,5.4,,1.2,54,194,0.1,142,209,,0.5,,,,,,,,
573,GP019,Ikan Mas pepes,KZGPI- 1990,prooduk laut,processed food,57.5,209,15.2,11.3,11.8,0.5,4.3,686,530,6.1,74,276.7,0.1,1.9,3,,315,0.13,0.1,2.4,0,100
574,GP020,Ikan mujahir goreng,KZGPI- 1990,prooduk laut,processed food,44.7,416,46.9,23.9,0,0,2.2,346,654,0.9,54,278.9,0,0.2,12,3,8,0.12,0.1,2.2,0,100
575,GP021,Ikan Mujahir pepes,KZGPI- 1990,prooduk laut,processed food,73.7,121,21.7,2.8,0.8,0,1,83,248,1.6,58,265.8,0,0.3,8,,6,0,0.1,1.9,0,100
577,GP023,"Ikan Papuyu, bakar",KZGMI-2001,prooduk laut,processed food,66.6,152,17.6,6.1,6.7,0,3,244,227,3.4,320,224,0.2,1,,,,,,,,
578,GP024,"Ikan Patin, bakar",KZGMI-2001,prooduk laut,processed food,70.3,144,17.5,6.3,4.3,,1.6,191,232,1.4,379,230,0.1,0.7,,,,,,,,
588,GP034,"Ikan sanggang,
masakan",KZGMI-2001,prooduk laut,processed food,42.6,240,21.7,7.7,20.7,,7.3,159,362,9.8,2041,159,1.5,8.8,,,,0.51,0.02,,,
603,GP049,Sardines dalam kaleng,"DABM-
60/64",prooduk laut,processed food,47.1,338,21.1,27,1,0,3.8,354,434,3.5,,,,,76,0,,0.1,,,0,
607,TUNGGAL/SINGLE,,,sayuran,single,,,,,,,,,,,,,,,,,,,,,,
608,DR001,"Akar tonjong, segar",KZGPI-1990,sayuran,single,86.7,45,1.1,0.4,10.8,1.2,1,72,125,1.3,96,1147.1,0.02,0.2,0,83,90,0.02,0.03,1.9,2,100
609,DR002,"Ale,toge, segar",KZGPI-1990,sayuran,single,90.6,37,4.4,0.5,3.8,1.7,0.7,50,248,2,2,105,0.16,0.4,0,0,35,0.02,0.09,0.6,46,90
