,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
868,AP101,Putu sopa,KZGMI-2001,serealia,processed food,50.7,215.0,3.3,4.1,41.1,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
869,AP102,Renggi goreng,KZGMI-2001,serealia,processed food,8.8,471.0,4.7,21.8,64.1,6.4,0.6,4,80,1.1,126,29,0.9,1.3,0,0,0,0.53,0.05,8.2,0,100.0
870,AP103,Roti boong,KZGMI-2001,serealia,processed food,34.0,341.0,5.5,16.2,43.3,-,1.0,15,65,1.1,161,41,-,0.9,-,-,-,0.4,0.3,2.4,0,100.0
871,AP104,"Roti warna sawo
matang",DABM-1964,serealia,processed food,40.0,249.0,7.9,1.5,49.7,-,0.9,20,140,2.5,500,91,-,-,0,0,0,0.15,-,-,0,100.0
872,AP105,Sarimuka,KZGMI-2001,serealia,processed food,61.5,166.0,2.3,2.8,32.9,-,0.5,36,13,2,3,34,0,0,-,-,-,-,-,-,-,100.0
873,AP106,Spaghetti,KZGMS-1993,serealia,processed food,66.1,139.0,7.4,2.1,22.6,-,2.1,109,53,4.7,-,-,-,-,42,-,940,0.35,-,-,0,100.0
874,AP107,Srikaya ketan,KZGMI-2001,serealia,processed food,41.0,265.0,2.7,6.4,49.1,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
875,AP108,Sunduk lawang,KZGMI-2001,serealia,processed food,63.4,181.0,1.9,1.3,32.4,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
876,AP109,Suwir-suwir,KZGPI- 1990,serealia,processed food,13.4,347.0,0.5,0.9,84.2,0.8,1.0,42,40,4.3,-,-,-,-,1,-,240,0.13,-,0.9,0,100.0
877,AP110,Tipa-tipa,KZGPI- 1990,serealia,processed food,11.3,355.0,6.2,1.2,79.8,1.3,1.5,17,328,1.6,-,-,-,-,0,0,0,0.26,0.04,1.5,0,100.0
878,AP111,Wajit camilan,KZGPI- 1990,serealia,processed food,27.1,303.0,6.3,2.7,63.3,6.9,0.6,61,302,5.5,-,-,-,-,0,-,0,0.03,-,-,0,100.0
879,AP112,Widaran,KZGPI- 1990,serealia,processed food,7.0,424.0,1.3,10.7,80.7,0.2,0.3,49,88,2.5,-,-,-,-,21,-,440,0.13,0.2,2.2,0,100.0
880,AP113,Wingko babat,KZGPI- 1990,serealia,processed food,29.7,355.0,3.2,15.1,51.4,2.4,0.7,47,63,1.1,-,-,-,-,0,-,0,0.08,0.08,0,0,100.0
881,AP114,Yangko,KZGPI- 1990,serealia,processed food,37.4,254.0,3.0,1.1,58.1,0.8,0.4,184,24,2.6,-,-,-,-,0,-,96,0.15,-,0,0,100.0
882,TUNGGAL/SINGLE,,,susu,single,,,,,,,,,,,,,,,,,,,,,,
883,JR001,"Kepala susu - krim,
segar",DABM-1964,susu,single,72.5,204.0,2.6,20.0,4.0,0.0,0.9,97.0,77.0,0.1,,,,,252.0,191.0,,0.03,0.2,0.1,1.0,100.0
884,JR002,Susu ibu - ASI,FCTEA-1972,susu,single,88.1,62.0,1.5,3.2,7.0,0.0,0.2,34.0,20.0,0.2,15.0,41.0,0.01,0.4,,7.0,,0.01,0.03,0.2,,100.0
885,JR003,"Susu kambing, segar",DABM-1964,susu,single,85.9,64.0,4.3,2.3,6.6,0.0,0.9,98.0,78.0,2.7,35.0,160.0,0.33,0.1,38.0,0.0,,0.06,0.45,0.3,1.0,100.0
886,JR004,"Susu kerbau, segar",DABM-1964,susu,single,73.8,160.0,6.3,12.0,7.1,,0.8,216.0,101.0,0.2,82.0,,,0.3,24.0,,,0.04,0.07,,1.0,100.0
887,JR005,"Susu kuda, segar",FCTEA-1972,susu,single,91.0,40.0,2.0,1.1,5.4,0.0,0.4,,,,,37.4,0.0,0.0,,1.0,,0.0,0.2,0.2,,100.0
888,JR006,"Susu sapi, segar",DABM-1964,susu,single,88.3,61.0,3.2,3.5,4.3,0.0,0.7,143.0,60.0,1.7,36.0,149.0,0.02,0.3,39.0,12.0,,0.03,0.18,0.2,1.0,100.0
889,OLAHAN/PRODUK/KOMPOSIT,,,susu,processed food,,,,,,,,,,,,,,,,,,,,,,
890,JP001,Es krim,DABM-1964,susu,processed food,62.1,210.0,4.0,12.5,20.6,0.0,0.8,123.0,99.0,0.1,78.0,193.4,0.0,0.7,158.0,0.0,,0.04,0.23,0.1,1.0,100.0
891,JP002,Hangop,DABM-1964,susu,processed food,84.0,65.0,10.0,1.0,3.5,0.0,1.5,180.0,190.0,0.2,126.0,374.4,0.0,,,22.0,,0.03,0.43,0.2,,100.0
892,JP003,Keju,DABM-1964,susu,processed food,38.5,326.0,22.8,20.3,13.1,0.0,5.3,777.0,338.0,1.5,1410.0,82.7,0.03,3.1,227.0,128.0,,0.01,0.37,0.1,1.0,100.0
893,JP004,Kwark (Quark),DABM-1964,susu,processed food,59.0,242.0,19.0,17.0,3.0,0.0,2.0,300.0,350.0,0.5,37.0,72.7,0.01,0.2,173.0,0.0,,0.03,0.38,0.0,,100.0
894,JP005,"Susu asam untuk bayi,
bubuk",DABM-1964,susu,processed food,2.5,418.0,19.0,9.0,65.5,0.0,4.0,800.0,600.0,7.0,188.0,486.5,0.0,0.0,303.0,83.0,,1.0,1.31,0.7,30.0,100.0
895,JP006,Susu bubuk,DABM-1964,susu,processed food,3.5,513.0,24.6,30.0,36.2,0.0,5.7,904.0,694.0,0.6,380.0,1330.0,0.02,4.1,476.0,118.0,,0.29,1.39,1.6,6.0,100.0
896,JP007,Susu kental manis,DABM-1964,susu,processed food,25.0,343.0,8.2,10.0,55.0,0.0,1.8,275.0,209.0,0.2,150.0,320.0,0.02,1.0,155.0,46.0,,0.05,0.43,0.4,1.0,100.0
897,JP008,Susu kental tak manis,DABM-1964,susu,processed food,73.7,138.0,7.0,7.9,9.9,,1.5,243.0,195.0,0.2,140.0,303.0,,,121.0,,,0.05,,0.0,1.0,100.0
898,JP009,"Susu skim, bubuk",DABM-1964,susu,processed food,3.5,359.0,35.6,1.0,52.0,0.0,7.9,1300.0,1030.0,0.6,470.0,1745.0,0.04,4.1,,10.0,,0.35,1.05,1.2,7.0,100.0
899,JP010,"Susu skim, segar",DABM-1964,susu,processed food,90.5,36.0,3.5,0.1,5.1,,0.8,123.0,97.0,0.1,38.0,,,,0.0,,,0.04,,,1.0,100.0
900,JP011,"Yoghurt, segar",DABM-1964,susu,processed food,88.0,52.0,3.3,2.5,4.0,0.0,2.2,120.0,90.0,0.1,40.0,299.0,0.01,0.6,22.0,10.0,,0.04,0.1,0.2,0.0,100.0
901,TUNGGAL/SINGLE,,,telur,single,,,,,,,,,,,,,,,,,,,,,,
902,HR001,"Telur ayam kampung,
segar",KZGMI-2001,telur,single,73.1,174.0,10.8,14.0,1.2,0.0,0.9,68.0,268.0,4.9,190.0,141.0,0.6,1.5,203.0,23.0,125.0,0.78,0.62,0.2,,87.0
903,HR002,"Telur ayam ras, segar",KZGPI-1990,telur,single,74.3,154.0,12.4,10.8,0.7,0.0,0.8,86.0,258.0,3.0,142.0,118.5,0.16,1.0,61.0,22.0,104.0,0.12,0.38,0.2,0.0,89.0
904,HR003,"Telur ayam ras, bagian
kuning, segar",DABM-1964,telur,single,49.4,355.0,16.3,31.9,0.7,0.0,1.7,147.0,586.0,7.2,111.0,107.5,0.2,2.5,606.0,63.0,,0.27,0.51,0.2,0.0,100.0
905,HR004,"Telur aAyam ras,
bagian putih, segar",DABM-1964,telur,single,87.8,50.0,10.8,0.0,0.8,0.0,0.6,6.0,17.0,0.2,164.0,138.5,0.03,0.4,0.0,0.0,,0.0,0.26,0.4,0.0,100.0
906,HR005,"Telur bebek alabio,
segar",KZGMI-2001,telur,single,70.0,187.0,11.8,14.2,3.0,0.0,1.0,60.0,268.0,6.0,115.0,80.0,0.6,1.7,180.0,437.0,,1.55,0.37,0.1,,90.0
907,HR006,"Telur bebek, bagian
kuning, segar",DABM-1964,telur,single,47.0,386.0,17.0,35.0,0.8,0.0,0.2,150.0,400.0,7.0,106.0,90.7,0.09,2.5,870.0,747.0,,0.6,0.68,1.4,0.0,100.0
908,HR007,"Telur bebek, bagian
putih, segar",DABM-1964,telur,single,88.0,54.0,11.0,0.0,0.8,0.0,0.2,21.0,20.0,0.1,184.0,150.2,0.13,0.1,0.0,0.0,,0.01,0.02,0.1,0.0,100.0
909,HR008,"Telur bebek tambak,
segar",KZGMI-2001,telur,single,67.7,187.0,10.9,12.4,7.9,0.0,1.1,64.0,295.0,5.4,209.0,146.0,0.4,1.8,378.0,471.0,375.0,1.62,0.03,0.1,,90.0
910,HR009,"Telur burung maleo,
segar",KZGMI-2001,telur,single,36.0,436.0,26.5,36.3,0.4,,0.8,154.0,120.0,4.3,77.0,333.0,0.4,2.9,3987.0,,,,1.0,0.2,,
911,HR010,"Telur penyu, segar",KZGMI-2001,telur,single,7.4,136.0,8.6,10.1,2.7,0.0,1.2,66.0,282.0,3.4,478.0,115.0,0.5,1.4,82.0,17.0,,0.21,0.02,0.0,0.0,90.0
912,HR011,"Telur burung puyuh,
segar",FCTEA-1972,telur,single,79.8,116.0,10.7,7.0,1.6,0.0,0.9,65.0,191.0,3.5,111.0,11.0,0.05,1.2,95.0,80.0,,0.13,0.65,0.1,0.0,100.0
913,OLAHAN/PRODUK/KOMPOSIT,,,telur,processed food,,,,,,,,,,,,,,,,,,,,,,
914,HP001,"Telur ayam, dadar,
masakan",KZGPI-1990,telur,processed food,61.9,251.0,16.3,19.4,1.4,0.0,1.0,62.0,250.0,2.5,,,,,36.0,,221.0,0.21,0.0,,0.0,100.0
915,HP002,"Telur bebek, asin,
mentah",DABM- 60/64,telur,processed food,66.5,179.0,13.6,13.3,4.4,0.0,2.2,120.0,157.0,1.8,483.0,140.1,,,253.0,13.0,,0.28,0.98,0.6,0.0,83.0
916,HP003,"Telur bebek, dadar,
masakan",KZGPI-1990,telur,processed food,55.1,301.0,20.0,23.7,0.0,0.0,1.2,71.0,600.0,9.2,,,,,122.0,,613.0,0.35,,,0.0,100.0
917,HP004,"Ikan, telur, asin,
mentah",KZGMI-2001,telur,processed food,37.8,358.0,20.7,26.4,9.4,0.0,5.7,48.0,311.0,15.1,2684.0,59.0,0.4,3.0,1866.0,0.0,,0.21,0.54,2.1,,100.0
918,HP005,"Bayau mi balu,
masakan",KGZMI-2001,telur,processed food,36.1,313.0,6.0,12.2,44.8,,0.9,,,,,,,,783.0,89.0,,0.14,0.27,9.7,,100.0
919,HP006,"Cucuru bayau,
masakan",KGZMI-2001,telur,processed food,35.0,349.0,6.8,18.7,38.3,,1.2,,,,,,,,,123.0,,0.06,0.25,0.0,,100.0
920,HP007,"Kalio telur, masakan",KZGMS-1993,telur,processed food,79.0,193.0,10.6,12.4,9.7,,1.4,148.0,246.0,3.8,540.0,,,,160.0,,3600.0,0.44,,,0.0,100.0
921,TUNGGAL/SINGLE,,,umbi berpati,single,,,,,,,,,,,,,,,,,,,,,,
922,BR001,"Arrowroot, segar",KZGPI- 1990,umbi berpati,single,73.5,102.0,1.0,0.2,24.1,1.7,1.2,28.0,35.0,1.7,36.0,626.6,0.2,0.8,0.0,15.0,0.0,0.06,0.1,2.3,2.0,100.0
923,BR002,"Batatas gembili, segar",KZGMI-2001,umbi berpati,single,76.7,76.0,1.1,0.9,16.0,4.2,0.7,0.0,40.0,0.2,10.0,200,0.2,0.3,0.0,0.0,0.0,0.06,0.0,0.9,0.0,85.0
924,BR003,"Batatas kelapa, ubi,
segar",KZGMI-2001,umbi berpati,single,76.1,89.0,1.1,0.1,21.0,4.0,0.7,0.0,40.0,0.2,20.0,340,0.1,0.2,0.0,0.0,0.0,0.38,0.0,0.9,0.0,85.0
925,BR004,"Belitung, talas, segar",KZGPI- 1990,umbi berpati,single,63.1,145.0,1.2,0.4,34.2,1.5,1.1,26.0,54.0,1.4,6.0,536.1,0.2,0.9,0.0,0.0,0.0,0.1,0.1,2.3,2.0,85.0
926,BR005,"Bengkuang, segar",DABM- 1964,umbi berpati,single,85.1,59.0,1.4,0.2,12.8,1.0,0.5,15.0,18.0,0.6,2.0,244.3,0.1,0.3,,0.0,,0.04,0.1,0.2,20.0,84.0
927,BR006,"Bentul (Komba), talas,
segar",KZGPI- 1990,umbi berpati,single,75.8,98.0,1.6,0.7,20.9,0.7,1.8,44.0,66.0,1.5,,195.5,0.2,0.6,0.0,0.0,0.0,0.02,0.1,0.8,0.0,86.0
928,BR007,"Gadeng/Gadung,
kering",KZGMI-2001,umbi berpati,single,20.2,322.0,2.4,0.6,76.6,,0.2,39.0,22.0,2.2,5.0,2,0.5,0.2,0.0,0.0,0.0,0.45,0.02,1.0,0.0,100.0
929,BR008,"Gadung, ubi, segar",KZGPI- 1990,umbi berpati,single,74.4,100.0,0.9,0.3,23.5,2.1,0.9,79.0,66.0,0.9,8.0,687.2,0.2,0.2,0.0,0.0,0.0,0.23,0.0,0.5,2.0,85.0
930,BR009,"Ganyong, segar",KZGPI- 1990,umbi berpati,single,79.9,77.0,0.6,0.2,18.4,0.8,0.9,15.0,67.0,1.0,,,,,0.0,0.0,0.0,0.1,,,9.0,65.0
931,BR010,"Gembili, ubi, segar",KZGPI- 1990,umbi berpati,single,66.4,131.0,1.1,0.2,31.3,1.1,1.0,14.0,56.0,0.6,10.0,200,0.2,0.3,0.0,0.0,0.0,0.08,0.0,0.9,4.0,85.0
932,BR011,"Hofa/Ubi hutan, segar",KZGMI-2001,umbi berpati,single,67.9,127.0,1.2,0.5,29.5,3.4,0.9,30.0,8.0,0.7,3.0,4,0.1,0.2,0.0,0.0,0.0,0.3,0.05,0.6,0.0,85.0
933,BR012,"Kaburan, ubi, segar",KZGPI- 1990,umbi berpati,single,66.5,133.0,1.0,0.2,32.2,0.7,0.5,65.0,50.0,0.6,10.0,899.2,0.2,0.2,0.0,0.0,0.0,0.01,0.0,0.3,0.0,81.0
934,BR013,"Kentang, segar",KZGPI- 1990,umbi berpati,single,83.4,62.0,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396,0.4,0.3,0.0,0.0,0.0,0.09,0.1,1.0,21.0,85.0
935,BR014,"Kentang hitam, segar",DABM- 1964,umbi berpati,single,64.0,142.0,0.9,0.4,33.7,5.4,1.0,34.0,75.0,0.2,22.0,890.3,0.9,0.6,,0.0,,0.02,0.1,2.2,38.0,75.0
936,BR015,"Keribang, ubi, segar",KZGPI- 1990,umbi berpati,single,67.0,137.0,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,83.0
937,BR016,"Ketela pohon/
singkong, segar",KZGPI- 1990,umbi berpati,single,61.4,154.0,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394,0.3,0.4,0.0,0.0,0.0,0.06,0.1,0.5,31.0,85.0
938,BR017,Lepok/Ubi rumput,KZGMI-2001,umbi berpati,single,55.3,181.0,2.8,1.2,39.8,10.7,0.9,7.0,50.0,3.1,116.0,306,1.6,0.9,0.0,0.0,0.0,0.28,0.05,1.5,0.0,85.0
939,BR018,"Sagu aren, kering",KZGPI- 1990,umbi berpati,single,11.9,355.0,0.6,1.1,85.6,0.3,0.8,91.0,167.0,2.2,2.0,200,0.0,0.3,,,0.0,0.04,0.1,0.5,0.0,100.0
940,BR019,"Sagu aren, segar",KZGMI-2001,umbi berpati,single,42.5,231.0,0.6,0.2,56.6,3.2,0.1,20.0,20.0,0.1,7.0,0,0.1,0.1,0.0,,0.0,0.2,0.0,0.0,0.0,100.0
941,BR020,Sagu kasbi segar,KZGMI-2001,umbi berpati,single,42.5,230.0,0.6,0.2,56.5,3.0,0.2,20.0,1.0,0.3,100.0,410,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0
942,BR021,Sagu lempeng,KZGMI-2001,umbi berpati,single,13.5,347.0,0.9,0.3,85.2,4.7,0.1,30.0,30.0,0.2,11.0,0,0.1,0.1,0.0,0.0,,0.3,0.0,0.0,0.0,100.0
943,BR022,"Sagu singkong, kering",DABM- 1964,umbi berpati,single,12.0,362.0,0.5,0.3,86.9,,0.3,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,100.0
944,BR023,"Sente, talas, segar",DABM- 1964,umbi berpati,single,14.0,353.0,0.7,0.2,84.7,6.6,0.4,11.0,13.0,1.5,30.0,694.6,0.6,2.2,,41.0,,0.05,0.2,2.8,5.0,86.0
945,BR024,"Suweg, talas, segar",KZGPI- 1990,umbi berpati,single,80.1,74.0,1.4,0.1,17.2,1.4,1.2,42.0,46.0,1.3,7.0,400,0.1,0.1,0.0,24.0,254.0,0.04,0.0,0.4,2.0,86.0
946,BR025,"Talas bogor, segar",KZGPI- 1990,umbi berpati,single,72.4,108.0,1.4,0.4,25.0,0.9,0.8,47.0,67.0,0.7,10.0,448,0.2,0.7,0.0,0.0,0.0,0.06,0.07,1.0,4.0,85.0
947,BR026,"Talas pontianak, segar",KZGPI- 1990,umbi berpati,single,60.0,163.0,2.3,0.5,36.4,0.7,0.9,45.0,80.0,1.7,14.0,323.1,0.3,1.0,0.0,0.0,0.0,0.02,0.1,1.3,,83.0
948,BR027,"Talas viqueque, segar",KZGMI-2001,umbi berpati,single,70.6,115.0,1.8,0.5,25.9,8.6,1.2,50.0,220.0,0.9,1.0,70,0.3,1.0,0.0,0.0,0.0,0.08,0.1,0.9,,85.0
949,BR028,"Ubi jalar, kuning, segar",KZGMI-2001,umbi berpati,single,72.6,119.0,0.5,0.4,25.1,4.2,1.0,30.0,40.0,0.4,3.0,1,0.1,0.2,0.0,794.0,4948.0,0.06,0.07,0.7,21.0,85.0
950,BR029,"Ubi jalar manis, segar",KZGPI- 1990,umbi berpati,single,78.4,83.0,1.5,0.2,18.8,0.6,1.1,27.0,162.0,2.1,52.0,320.7,0.1,0.3,0.0,0.0,0.0,0.02,0.0,0.4,0.0,85.0
951,BR030,"Ubi jalar merah, segar",KZGPI- 1990,umbi berpati,single,61.9,151.0,1.6,0.3,35.4,0.7,0.6,29.0,74.0,0.7,92.0,565.6,0.3,0.5,0.0,0.0,1208.0,0.13,0.08,0.7,11.0,86.0
952,BR031,"Ubi jalar putih, segar",KZGMI-2001,umbi berpati,single,77.8,88.0,0.4,0.4,20.6,4.0,0.8,30.0,10.0,0.5,2.0,4,0.1,0.2,0.0,13.0,264.0,0.25,0.06,0.5,36.0,86.0
953,BR032,"Ubi jalar tinta/
kemayung",KZGMI-2001,umbi berpati,single,72.5,108.0,0.5,0.4,25.6,4.2,1.0,30.0,40.0,0.5,1.0,1,0.1,0.2,0.0,13.0,0.0,0.09,0.06,0.6,24.0,85.0
954,BR033,"Umbi Uwi, segar",BKP,umbi berpati,single,69.7,120.0,2.8,0.5,82.3,2.6,0.9,9.0,42.0,1.3,12.0,412,0.3,0.6,,0.0,0.0,0.02,0.5,0.2,4.0,86.0
955,OLAHAN/PRODUK/KOMPOSIT,,,umbi berpati,processed food,,,,,,,,,,,,,,,,,,,,,,
956,BP001,"Batatas kelapa, ubi,
bakar",KZGMI-2001,umbi berpati,processed food,73.2,110.0,1.4,1.1,23.4,4.5,0.7,1.0,46.0,0.2,12.0,230,0.2,0.3,0.0,0.0,0.0,1.13,0.0,0.0,0.0,85.0
957,BP002,"Batatas kelapa, ubi,
kukus",KZGMI-2001,umbi berpati,processed food,75.7,92.0,1.2,0.3,21.0,4.1,1.8,0.0,42.0,0.2,10.0,209,0.2,0.3,0.0,0.0,0.0,0.28,0.0,0.7,0.0,100.0
958,BP003,"Batatas tali, ubi, rebus",KZGMI-2001,umbi berpati,processed food,53.2,182.0,2.4,0.4,42.2,9.2,1.8,1.0,80.0,0.3,20.0,402,0.3,0.6,0.0,0.0,0.0,0.27,0.0,1.3,0.0,100.0
959,BP004,"Belitung, talas, kukus",KZGPI- 1990,umbi berpati,processed food,63.1,145.0,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.2,0.9,0.0,0.0,0.0,0.08,0.1,2.3,1.0,100.0
960,BP005,"Bentul, talas, kukus",KZGPI- 1990,umbi berpati,processed food,81.1,71.0,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,,201,0.2,0.6,0.0,0.0,0.0,0.06,0.0,0.0,21.0,100.0
961,BP006,"Gadung, ubi, kukus",KZGPI- 1990,umbi berpati,processed food,77.4,88.0,0.6,0.3,20.9,0.9,0.8,26.0,47.0,0.4,6.0,584,0.2,0.2,0.0,0.0,0.0,0.03,0.0,0.4,0.0,100.0
962,BP007,"Ganyong, rebus",KZGPI- 1990,umbi berpati,processed food,74.1,100.0,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,,,,,0.0,0.0,0.0,0.04,,,6.0,100.0
963,BP008,"Ketela pohon/
singkong kukus",KZGPI- 1990,umbi berpati,processed food,61.5,153.0,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.3,20.0,100.0
964,BP009,"Suweg, talas, kukus",KZGPI- 1990,umbi berpati,processed food,75.5,93.0,1.5,0.1,21.9,0.9,1.0,50.0,58.0,0.8,6.0,350.3,0.1,0.1,0.0,0.0,283.0,0.09,0.0,0.3,0.0,100.0
965,BP010,"Talas bogor, kukus",KZGPI- 1990,umbi berpati,processed food,69.2,120.0,1.5,0.3,28.2,0.7,0.8,31.0,63.0,0.7,11.0,498,0.2,0.6,0.0,0.0,0.0,0.05,0.6,0.8,2.0,100.0
966,BP011,"Ubi jalar, kuning,
kukus",KZGPI- 1990,umbi berpati,processed food,74.2,100.0,0.7,0.3,23.8,1.0,1.0,44.0,46.0,0.4,3.0,0.8,0.1,0.2,0.0,819.0,4427.0,0.0,0.1,0.6,16.0,100.0
967,BP012,"Ubi jalar tinta/
kemayung kukus",KZGPI- 1990,umbi berpati,processed food,58.5,165.0,0.9,0.2,39.8,1.1,0.6,20.0,23.0,0.8,1.0,0.9,0.1,0.2,0.0,0.0,0.0,0.02,0.1,0.5,0.0,100.0
968,BP013,Bagea kelapa asin,KZGMI-2001,umbi berpati,processed food,3.5,450.0,3.2,13.9,78.1,,1.3,38.0,38.0,0.3,74.0,0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0
969,BP014,Bagea kelapa manis,KZGMI-2001,umbi berpati,processed food,3.0,452.0,1.3,13.8,80.6,,1.3,38.0,39.0,0.3,75.0,0,0.2,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,100.0
970,BP015,Bagea kenari asin,KZGMI-2001,umbi berpati,processed food,2.8,529.0,3.2,29.1,63.6,,1.3,38.0,40.0,0.4,74.0,0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0
971,BP016,Bagea kenari manis,KZGMI-2001,umbi berpati,processed food,3.1,523.0,3.2,28.2,64.2,,1.3,38.0,39.0,0.3,74.0,0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0
972,BP017,Bagea kw 1,KZGPI- 1990,umbi berpati,processed food,7.2,416.0,6.5,9.4,76.3,0.4,0.6,49.0,77.0,4.9,,,,,13.0,,312.0,0.08,,2.6,0.0,100.0
973,BP018,Bagea kw 2,KZGPI- 1990,umbi berpati,processed food,7.9,382.0,0.3,3.5,87.2,0.9,1.1,172.0,120.0,7.6,,,,,0.0,0.0,0.0,0.02,,,0.0,100.0
974,BP019,Beras Cerdas,BKP,umbi berpati,processed food,11.3,350.0,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568,0.2,0.9,,0.0,0.0,0.02,0.2,0.3,0.0,100.0
975,BP020,Beras ganyong,BKP,umbi berpati,processed food,9.3,364.0,3.4,0.7,86.3,4.7,0.5,4.0,47.0,5.0,4.0,72.2,0.2,0.6,,1.0,0.1,0.02,0.02,0.3,0.0,100.0
976,BP021,Beras Siger,BKP,umbi berpati,processed food,13.5,344.0,1.1,0.2,28.3,5.6,0.7,32.0,22.0,5.6,106.0,77.9,0.1,0.5,,0.0,0.0,0.02,0.1,0.2,0.0,100.0
977,BP022,Biji nangka/Biji salak,KZGMI-2001,umbi berpati,processed food,40.5,262.0,2.3,5.4,51.1,8.0,0.7,60.0,80.0,0.8,10.0,2,0.6,2.0,0.0,1667.0,,0.1,1.0,,10.0,100.0
978,BP023,Bubur sagu,KZGMI-2001,umbi berpati,processed food,62.5,167.0,0.2,4.0,33.0,,0.3,3.0,3.0,0.1,7.0,0,0.1,0.1,0.0,0.0,0.0,9.0,,0.1,0.0,100.0
979,BP024,Cassavastick,KZGPI- 1990,umbi berpati,processed food,5.6,460.0,0.8,18.7,17.2,1.6,2.7,144.0,58.0,7.5,,,,,0.0,,107.0,0.19,0.07,0.1,0.0,100.0
980,BP025,"Ceriping getuk
singkong",KZGPI- 1990,umbi berpati,processed food,7.2,462.0,1.2,20.7,67.7,0.6,3.2,1248.0,172.0,8.8,,,,,0.0,,152.0,0.29,0.02,0.5,0.0,100.0
981,BP026,Gatot,BKP,umbi berpati,processed food,12.8,347.0,1.3,0.7,83.8,5.8,1.4,78.0,44.0,17.1,28.0,242,0.2,0.7,,0.0,0.0,0.02,0.1,0.4,0.0,100.0
982,BP027,Geblek,BKP,umbi berpati,processed food,52.1,195.0,0.4,1.7,44.4,3.6,1.4,35.0,13.0,0.6,353.0,125,0.3,0.3,,0.0,0.3,0.02,0.0,0.1,0.0,100.0
983,BP028,Getuk goreng,KZGPI- 1990,umbi berpati,processed food,16.5,360.0,1.3,6.4,74.3,0.8,1.5,59.0,81.0,3.2,,,,,0.0,0.0,0.0,0.21,,0.1,0.0,100.0
984,BP029,Getuk singkong,KZGPI- 1990,umbi berpati,processed food,49.8,204.0,0.5,1.4,47.4,0.8,1.1,97.0,52.0,1.5,,,,,0.0,,208.0,0.08,,0.1,0.0,100.0
985,BP030,Gurandil,KZGPI- 1990,umbi berpati,processed food,47.5,218.0,0.5,2.5,48.5,3.1,1.0,50.0,25.0,2.8,,,,,,,0.0,0.19,,,0.0,100.0
986,BP031,Kabuto,KZGMI-2001,umbi berpati,processed food,58.9,250.0,2.6,2.5,35.4,1.8,0.6,35.0,49.0,1.1,2.0,218,,,,0.0,0.0,0.1,0.1,0.6,,100.0
987,BP032,Kapurung,KZGMI-2001,umbi berpati,processed food,79.6,41.0,2.0,0.3,7.8,2.0,0.6,34.0,12.0,0.3,185.0,566,0.1,0.3,0.0,213.0,,0.12,0.25,2.7,15.0,100.0
988,BP033,"Kecimpring singkong
goreng",KZGPI- 1990,umbi berpati,processed food,3.7,464.0,1.2,18.6,73.0,1.3,3.5,82.0,52.0,3.4,,,,,,,3320.0,0.34,,,0.0,100.0
989,BP034,Keremes,KZGPI- 1990,umbi berpati,processed food,6.7,475.0,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,,,,,0.0,,1000.0,0.0,,,0.0,100.0
990,BP035,Keripik gadung,KZGPI- 1990,umbi berpati,processed food,4.0,446.0,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,,,,,0.0,0.0,0.0,0.95,,,0.0,100.0
991,BP036,Keripik kentang,KZGMI-2001,umbi berpati,processed food,7.8,448.0,2.7,18.8,67.1,3.8,3.6,25.0,130.0,1.2,712.0,406,1.1,,,15.0,,0.1,0.05,2.8,0.0,100.0
